Card ID,Title,Current Page,Proposed Area,Action,Flags,Owner,Card Type,Dataset,Last Modified,Age Days,Has Description,Locked
218020889,"Charles Cooper's Notebook Oct 23, 2023",Social Media - Profile Performance Report,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description; No dataset,Charles Cooper,Text,,2023-10-23,968,No,No
218056393,Number of Content Produced Pieces Published,College Conference Engagement Review,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Content Agg,2024-02-07,861,No,No
218159108,2028 Total Pipeline by Stage,Orphan,Revenue & Finance,Retire,No description; Duplicate title; Noise page; Orphan,Emi Boles,kpi,RAW_contract_forecast_sot,2026-01-14,154,No,No
218316799,Yearly -- Subscriber Retention,Weekly SLT Metrics - Price Change (Renewals),Subscriber Health,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | Pricing Changes Renewals,2026-02-23,114,No,No
218410025,Period Delta,Weekly SLT Metrics - Price Change (Signup Page),Subscriber Health,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | SLT Price Change - Signup Page,2026-02-10,127,No,No
218526080,Stage,DEP - Programming Calendar,Content & Viewership,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,PROD | Programming Calendar - Racing,2024-10-28,597,No,Yes
219779391,Charge Count,TEMP - Stripe Refund Project,Unmapped,Retire,No description; Noise page,Matthew Murman,kpi,PROD | Stripe Refunds,2026-05-28,20,No,No
220115860,VOD Pageviews Pivot,Shared,Content & Viewership,Triage,Stale (1+ yr); No description; Locked; Shared/root,,kpi,PROD | Content Agg,2025-04-21,422,No,Yes
220343776,Video Views - Twitter,Social Media - Profile Performance Report,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2023-10-23,968,No,No
220458799,Team Pageviews,2024-25 MileSplit Views by Content Title,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,Milesplit PVs by Content Title,2025-02-27,475,No,No
220495587,"Adair Lyden's Notebook Mar 21, 2023",Orphan,Unmapped,Retire,Very stale (2+ yrs); No description; No dataset; Noise page; Orphan,Adair Lyden,Text,,2023-03-21,1184,No,No
220872611,Signup Page CVR (Trend Line) - YoY Basis Points Change,Matthew Williams' Sandbox,Acquisition & Funnel,Retire,No description; Noise page,Matthew Williams,kpi,PROD | Funnel V3,2026-06-03,14,No,No
222064053,"Matthew Murman's Notebook Dec 4, 2023",Month End Reporting,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked,Matthew Murman,Text,,2024-10-28,597,No,Yes
222434412,Events by Rights Detail - Sergio Sandbox,DEP - Sergio's Sandbox,Content & Viewership,Retire,Very stale (2+ yrs); No description; Noise page,Charles Cooper,kpi,PROD | Event Agg,2024-03-12,827,No,No
222534621,Signups by Payment Vertical,ZZ - ARCHIVE,Acquisition & Funnel,Retire,Stale (1+ yr); Noise page,,kpi,PROD | Attribution,2024-10-24,601,Yes,No
222658669,Weighted Prob Lost Last Week,Attribution Forecast Dashboard,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description,Daniel Everett,kpi,DEP | Salesforce Field History,2024-02-05,863,No,No
223008026,Deals Signed Last Week,Orphan,Unmapped,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Adair Lyden,kpi,DEP | Salesforce Field History,2023-03-29,1176,No,No
223381359,Team / League / Athlete Signed Up To Follow,Churn Survey - Topline Results and User Comments,Customer Success,Keep,,Charles Boehmig,kpi,FED | Qualtrics v2,2025-11-05,224,Yes,No
223810016,Channel Attribution Signups,Murmanz,Marketing,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Matthew Murman,kpi,PROD | Marketing Channels,2025-06-17,365,No,No
224092123,Top Performing Written Content -- Yesterday,Content - QTD Default,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,,kpi,PROD | Content Agg,2025-04-21,422,No,Yes
224229821,Posts (Ranked by Engagements) - Selected Time Period,Social Media Pacing,Subscriber Health,Merge,No description; Duplicate title,Charles Cooper,kpi,Social Media Post Metrics,2026-04-01,77,No,No
224492473,New Yearly Cash vs Forecast,DEP - Exec Dashboard - 2024,Revenue & Finance,Retire,Stale (1+ yr); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Forecast Agg - 2024,2024-10-28,597,No,Yes
224524600,Duplicate of Subscription Payments,Week 6 postseason Wrestling,Subscriber Health,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Travis Peter,kpi,PROD | Payments,2024-02-19,849,No,No
225015616,"Matthew Williams's Notebook Jun 4, 2025",Live,Unmapped,Merge,No description; No dataset; Duplicate title,Matthew Williams,Text,,2025-06-25,357,No,No
225093047,Signups - YoY,DEP - Exec Dashboard - 2023,Acquisition & Funnel,Retire,Very stale (2+ yrs); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Attribution,2023-05-17,1127,No,Yes
226228435,Vertical - Filter,Social Media Pacing,Social & Editorial,Merge,No description; Duplicate title,Charles Cooper,kpi,RAW Sprout Social,2026-04-01,77,No,No
226363047,Y1 Eligible Renewal Base,Orphan,Subscriber Health,Retire,Duplicate title; Noise page; Orphan,Karen O'Brien,kpi,PROD | Subscription Period Agg,2026-06-02,15,Yes,No
226817219,Social Impressions,Total Views TEST,Content & Viewership,Retire,No description; Duplicate title; Noise page,Karen O'Brien,kpi,Social Media Post Metrics,2025-10-31,229,No,No
227014935,Rights Forecast Close Date - April '26,Monthly KPI Sheet,Revenue & Finance,Document,No description,Charles Cooper,kpi,RAW_contract_forecast_log_flat,2026-05-12,36,No,No
227198628,ALL VERTICALS Unique Viewership + Engagement (By Event Start Date),DEPRACATED - Programming,Audience & Traffic,Retire,Stale (1+ yr); No description; Noise page,Charles Cooper,kpi,PROD | Viewer Agg,2024-07-08,709,No,No
227201994,Intra Month Bridge - RC,Intra Month and Year Pacing,Unmapped,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | Intra Month Bridge,2025-09-14,276,No,No
227237381,Account + Rights Contract Tiering Table,Partner Tiering Tables,Partnerships,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,Account + Rights Contract Level Tiering,2025-01-30,503,No,No
227556161,Duplicate of % to New/Reactivation Cash Plan,Orphan,Subscriber Health,Retire,Very stale (2+ yrs); No description; Locked; Noise page; Orphan,Charles Cooper,kpi,"PROD | Monthly Plan, Goals - 2023",2023-06-19,1094,No,Yes
227747611,Net Change from New Pipeline,Attribution Forecast Dashboard,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description,Daniel Everett,kpi,DEP | Salesforce Field History,2023-05-09,1135,No,No
227967301,Duplicate of Signups by Vertical at,Sam's Dashboard (taken from Angela),Acquisition & Funnel,Retire,Very stale (2+ yrs); Noise page,Sam Puri,kpi,PROD | Attribution,2024-03-14,825,Yes,No
228150661,Engagements - Facebook,Social Media - Profile Performance Report,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2024-04-16,792,No,No
228309845,FinOps |Cloud Spend | Staging Account,Matthew Williams' Sandbox,Revenue & Finance,Retire,No description; Noise page,Matthew Williams,kpi,PROD | Cloud Spend,2025-08-25,296,No,No
228324999,Rights Contracts Starting 90 Days,Orphan,Partnerships,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Adair Lyden,kpi,PROD | Event Agg - Salesforce,2023-04-19,1155,No,No
228508651,YouTube Channel - Engagement Rate by Week,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,RAW Sprout Social,2025-06-03,379,No,No
228573086,Duplicate of ACV & Plan Mix by Vertical,MS Signups,Acquisition & Funnel,Review → Retire,Very stale (2+ yrs); Duplicate title,Sterling Root,kpi,PROD | Attribution,2023-02-15,1218,Yes,No
229083045,Vertical Breakdown,Cyon's Dashboard,Unmapped,Retire,Stale (1+ yr); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Event Agg,2024-10-28,597,No,Yes
229094510,Duplicate of Rights Portfolio - Current and Future Terms,DEP - Deal Approval Dashboard,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page,Daniel Everett,kpi,TEST | RAQ Rights Portfolio,2023-04-10,1164,No,No
230341403,Picture_2.png,DEP - Instance Governance Dashboard,Domo Admin,Retire,Very stale (2+ yrs); No dataset; Noise page,,document,,2023-05-15,1129,Yes,No
230363527,1Q Unique Viewers for Live Events,Orphan,Audience & Traffic,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Viewer Agg,2024-04-16,792,No,No
230365175,"Adair Lyden's Notebook Dec 28, 2023",DEP - Global Partnerships Season Close Out,Partnerships,Retire,Very stale (2+ yrs); No description; No dataset; Duplicate title; Noise page,Adair Lyden,Text,,2023-12-28,902,No,No
230730022,Live Minutes,Vertical Performance,Audience & Traffic,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Monthly Live Viewership,2024-10-28,597,No,Yes
231594733,"Matthew Murman's Notebook Jun 1, 2023",Netsuite Report,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description; No dataset; Locked; Duplicate title,Matthew Murman,Text,,2023-09-28,993,No,Yes
231783577,Views YTD,What's Going on with VODs,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-06-27,720,No,No
232354613,Most Recent Transaction,Today's Signups,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,PROD | Todays Signups - Stripe,2025-01-16,517,No,No
232414166,"⤵️ Total Funnel > Marketing Channel, Completion Rate",DEP - Funnel,Marketing,Retire,Stale (1+ yr); No description; Noise page,,kpi,DEP | Funnel Agg,2025-03-11,463,No,No
232632914,Average Tenure,DEP - HR(HR Access Only),Unmapped,Retire,No description; Noise page,,kpi,RAW_hr_sftp,2026-05-18,30,No,No
233284278,Average Cumulative Video Engagments by Day from Signup,FloRacing Welcome Experience,Content & Viewership,Review → Keep or Retire,Stale (1+ yr),,kpi,DEP_FloRacing Onboarding Detail,2025-04-21,422,Yes,No
233574861,"Charles Cooper's Notebook Aug 16, 2023",Content - QTD Default,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; No dataset,Charles Cooper,Text,,2023-08-17,1035,No,No
233717009,All STCs → Prior Open,Retention_Impact_Analysis_Adhoc_Meg,Subscriber Health,Keep,,Meghana Gangarapu,kpi,stc_centric_analysis.csv,2026-06-10,7,Yes,No
234277874,Upfront Cash from Total Signups,2024 AHL Tracking,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,Prod | 2024 AHL Tracking,2024-09-25,630,No,No
235162236,Production Costs: Rolling Forecast and Budget,Operations Production Budget and Forecasts,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Event Agg - Salesforce,2024-10-28,597,No,Yes
235194285,Email Unique Visits,MileSplit Referral Traffic,Audience & Traffic,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,DEP - MIlesSplit Uniques by Referral,2024-05-10,768,No,No
235878207,Editorial Content Revenue (2026),WIP Editorial Revenue / Costs by Vertical,Revenue & Finance,Retire,No description; Noise page,Matthew Williams,kpi,Editorial Content Revenue (2026),2026-06-16,1,No,No
236154551,Viewership by Event,DEP - Viewership / Preview Plays Diagnosis,Content & Viewership,Retire,No description; Duplicate title; Noise page,Charles Cooper,kpi,preview_play_analysis,2026-01-06,162,No,No
236202905,JB contract STC,Joe's Cards,Subscriber Health,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Attribution,2024-10-24,601,No,No
236347288,VODs Table 2,Tentpole Event Comparisons,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Content Agg,2024-09-06,649,No,No
236706168,Active Sub Watch Rate,Shared,Subscriber Health,Triage,Very stale (2+ yrs); No description; Locked; Duplicate title; Shared/root,"Group | Analytics Team,Matthew Murman",kpi,PROD | Event Agg,2023-01-19,1245,No,Yes
236987276,Users by Vertical : Week Ending Dates,DEP - Essential Destination (draft),Unmapped,Retire,Stale (1+ yr); No description; Locked; Noise page,,kpi,PROD | GA Metrics,2025-04-21,422,No,Yes
237202841,Junk Reason Details,Shared,Unmapped,Triage,Very stale (2+ yrs); No description; Shared/root,DomoSupport,kpi,Sample_Web_Log_SFDC_Contacts,2022-04-12,1527,No,No
237838115,PROD |Resonate Percent of Totals,Overview,Partnerships,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,PROD |Resonate Percent of Totals,2024-03-12,827,No,No
238450502,PROD | Event Agg,Overview,Unmapped,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Charles Cooper,kpi,PROD | Event Agg,2023-06-19,1094,No,Yes
239907381,"Matthew Murman's Notebook Dec 4, 2023",Month End Reporting,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked,Matthew Murman,Text,,2024-10-28,597,No,Yes
240310388,Ad Sales - Monthly Revenue Allocation Schedule,WIP Editorial Revenue / Costs,Revenue & Finance,Retire,No description; Duplicate title; Noise page,Matthew Williams,kpi,Ad Sales - Monthly Revenue Allocation,2026-04-14,64,No,No
240371330,Live Mins Per Season,College Conference Engagement Review,Audience & Traffic,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Event Agg,2024-02-07,861,No,No
240470468,Full Year,2024 Content Goals by Vertical,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,2024 Content Goals by Quarter,2024-02-06,862,No,No
240762479,Google Analytics QTD Pageviews: YoY%,Shared,Audience & Traffic,Triage,Stale (1+ yr); No description; Locked; Shared/root,Group | Analytics Team,kpi,PROD | GA Metrics,2024-10-24,601,No,Yes
241005537,Duplicate of Signups by Country,DEP - Signups with Event Filters,Acquisition & Funnel,Retire,Stale (1+ yr); No description; Duplicate title; Noise page,,kpi,PROD | Attribution,2024-10-24,601,No,No
241100193,GAAP vs ECA,ECA Change,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,RAW_eca_change_gaap,2025-02-19,483,No,No
241223199,Active Subs by Cohort Date (idk if this works but maybe cool?),Active Subs List,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description,Matthew Murman,kpi,RAW_subscription_cohort_agg,2025-05-29,384,No,No
241273847,sept+oct,Orphan,Acquisition & Funnel,Retire,No description; Noise page; Orphan,Charles Cooper,kpi,funnel_v4_sandbox,2026-06-11,6,No,No
241627095,"Matthew Murman's Notebook Apr 28, 2023",DEP - Murman's Forecasting,Revenue & Finance,Retire,Very stale (2+ yrs); No description; No dataset; Locked; Noise page,Matthew Murman,Text,,2023-05-17,1127,No,Yes
241703979,2027 Pipeline Deals,Orphan,Revenue & Finance,Retire,No description; Duplicate title; Noise page; Orphan,Emi Boles,kpi,RAW_contract_forecast_sot,2026-02-10,127,No,No
241723187,Signup Forecast Performance,2025 Small Racing Deals,Revenue & Finance,Merge,No description; Duplicate title,Matthew Williams,kpi,racing_viewership_small_contracts,2026-02-11,126,No,No
241863207,"Active Subscriptions (by Country, State)",Active Subscriptions,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Dim Subscription,2024-09-27,628,No,Yes
242136056,GA - Page Views by Site,Joe's Cards,Audience & Traffic,Retire,Stale (1+ yr); No description; Duplicate title; Noise page,,kpi,RAW_ga_traffic_metrics,2024-10-24,601,No,No
242255207,'- Y2 Renewal Rate vs Forecast,College Sub KPIs,Subscriber Health,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | Forecast Agg - 2026 - SLT,2026-04-01,77,No,No
242771907,Subscription Cohort ID,Subscription Lifetime,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Subscription Period Agg,2025-01-08,525,No,Yes
242989298,College Pricing Monthly Actives,Overview,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Dim Subscription,2024-10-24,601,No,No
243295906,Marketing Coupons by Coupon,Marketing Coupons,Marketing,Document,No description,Matthew Murman,kpi,PROD | Attribution,2026-04-01,77,No,No
243420605,Mins YTD,Content,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-02-19,849,No,No
243664425,VODs Published by Year,2024 VOD Value Explorer,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Content Agg,2025-04-21,422,No,No
